c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,s1r,s2r,s3r,s4r,s5r,s6r,s7r,s8r,s9r,s10r,s1ts,s2ts,s3ts,s4ts,s5ts,s6ts,s7ts,s8ts,s9ts,s10ts,result,gamemode
36,11,111,222,147,150,33,157,360,99,1538,1485,1516,1599,1505,1519,1453,1000,1587,1514,-10,50,-50,-30,30,10,-90,10,-90,90,True,ranked

122,141,91,18,99,240,131,157,81,117,1587,1453,1594,1519,1517,2078,1642,1551,1636,1665,-90,-90,-90,-90,-90,30,30,10,30,30,False,ranked

82,234,68,21,145,17,141,245,51,161,1000,1749,1600,1757,1475,1000,1000,1587,1612,1944,50,50,-30,-90,-90,90,90,-90,-50,90,False,ranked

30,51,119,80,412,267,64,53,10,20,2043,2020,2256,1000,2131,1000,1000,1468,2205,2289,10,10,-30,30,-10,-10,-10,30,30,-10,False,ARAM

412,56,112,103,117,10,34,43,157,19,2256,1000,1000,1000,2274,1850,2418,1000,2237,2370,-30,-30,-30,30,-50,90,90,90,-90,-30,True,ARAM

40,20,102,9,7,412,236,30,18,266,2257,2268,2254,2286,2235,2256,1000,1000,1000,2301,30,10,30,-10,50,-30,-30,-30,30,-10,True,ARAM

36,74,111,54,114,134,555,20,10,11,2256,1000,1000,1000,2334,2275,1000,1000,1000,1000,-30,-30,-30,30,-10,-90,-90,-90,-10,-10,True,ARAM

111,36,246,145,15,154,67,236,82,201,2251,2256,1000,1000,1000,2145,2092,2376,2387,1000,90,-30,-30,-30,30,-50,-50,-50,-50,-50,True,ARAM

516,22,105,21,497,141,254,142,30,51,2247,2302,2283,2276,2287,2297,2256,1000,1000,1000,-90,-30,10,-50,30,-90,-30,-30,-30,30,True,ARAM

36,89,32,84,81,75,81,53,154,112,1791,1000,1000,1468,2289,1552,2214,1514,1366,1999,-50,-10,-10,30,-10,50,-30,-30,-30,90,False,ranked

238,81,350,2,106,412,31,84,81,104,2029,2219,1000,1402,1686,1791,1000,1000,1468,2289,30,30,30,30,50,-50,-10,-10,30,-10,True,ranked

26,235,223,79,238,234,67,62,16,77,1773,1000,1468,2289,1675,1856,1795,1836,1903,1881,-10,-10,30,-10,10,30,90,30,-30,10,False,ranked

360,122,40,429,555,16,235,266,142,36,1000,2134,2049,1977,1852,1000,1000,1468,2205,2289,30,90,10,10,-30,30,-10,30,30,-10,False,ARAM

150,63,18,45,432,266,36,245,15,350,1660,1487,1671,1000,1442,1895,2205,1411,1000,1532,-60,-10,-10,-10,-50,10,30,-10,30,10,False,ranked

27,45,81,147,21,555,99,64,86,875,1000,1000,1585,1000,1000,1058,1955,1000,1767,1000,30,30,-90,-10,-10,-10,50,-10,-10,-10,False,ARAM

887,11,267,83,163,21,37,102,107,64,1533,1557,1815,1144,1619,1570,1000,1767,1000,1577,30,-10,50,50,30,-90,-10,-10,-10,-10,True,ARAM

29,111,3,42,266,555,105,90,133,83,1655,830,1539,1000,1467,1635,1000,1442,1767,1000,-30,-10,-10,30,-10,-10,-10,-50,-10,-10,True,ARAM

54,15,82,350,154,41,36,267,67,74,1000,1000,1442,1767,1000,2177,1000,1000,1968,1718,-10,-30,-50,-10,-10,30,30,10,30,90,False,ARAM

85,5,115,360,25,222,2,157,14,201,1489,1651,1000,1000,2086,1000,1000,1690,1671,1442,-50,-90,-50,-50,-30,-30,-10,30,-10,-50,False,ranked

30,36,236,89,113,101,13,523,84,26,1000,2205,1948,1838,1979,1974,1957,1000,1529,1932,30,30,90,-50,50,50,50,10,30,30,True,ARAM

114,107,238,81,99,266,11,8,145,235,1526,1000,1681,2276,1000,2439,2142,1543,1822,1686,-90,-30,-10,-50,30,30,30,-10,-50,90,False,ranked

6,32,55,81,80,75,107,238,110,25,1782,1874,1765,1887,1540,1794,1000,1885,1768,1844,90,-30,-30,-10,-90,-30,-30,-30,-90,30,False,ranked

33,107,61,43,222,62,517,268,202,432,2131,1000,1874,1526,1604,1772,2315,2761,2139,1000,-30,-30,10,-90,-90,-10,-50,-30,50,-50,False,ranked

6,11,112,202,43,23,106,238,145,99,1201,954,1000,1604,1526,1508,1000,2081,1591,1005,-50,50,-30,-90,-90,-30,-10,-30,-90,-30,True,ranked

875,203,105,67,89,58,20,38,222,412,1911,1326,1254,1557,1402,1201,954,1000,1526,1604,-90,-50,-50,-30,-50,-50,50,-30,-90,-90,True,ranked

36,29,42,81,54,875,96,25,72,117,1569,1509,1887,1756,1619,2109,1000,1808,1000,1699,10,30,-10,50,50,-50,-50,-50,-50,-50,True,ranked

39,120,777,360,161,36,5,517,64,26,1756,1000,1887,1540,1619,1000,1788,2080,1444,1000,50,-90,-10,-90,50,-50,-90,50,-50,-50,False,ranked

36,81,777,102,350,887,19,127,29,53,1756,1000,1887,1540,1619,1000,1000,2238,2240,2012,50,-90,-10,-90,50,50,50,-30,30,-30,False,ranked

887,9,234,22,53,36,64,115,157,79,1591,1000,1942,1446,1729,1756,1000,1540,1887,1619,50,30,50,50,-10,50,-90,-90,-10,50,True,ranked

36,19,68,236,161,5,107,84,51,235,1756,1000,1540,1887,1619,1000,1844,1725,1747,1665,50,-90,-90,-10,50,10,30,90,30,-50,True,ranked

24,5,11,67,16,27,121,91,235,45,2439,1124,2142,1639,1000,1642,2174,1812,1376,1366,30,-10,30,-10,-50,50,50,30,30,30,False,ranked

54,32,105,29,412,875,77,45,145,26,1438,1470,1434,1905,2190,1124,1000,1334,1000,1639,10,50,10,10,10,-10,10,50,-50,-10,True,ranked

79,5,7,202,16,64,154,103,81,432,1250,1124,1000,1639,1000,1267,1680,1763,1435,1963,90,-10,90,-10,-50,-30,10,10,-50,-10,True,ranked

63,74,96,157,76,875,266,113,887,22,2263,1000,1000,1705,1991,2241,2274,2239,1000,2191,50,90,90,20,90,50,10,50,-50,-10,False,ARAM

64,16,54,420,41,127,145,126,34,45,2000,1000,2395,2073,2236,2259,1000,2191,2246,2202,-50,90,10,90,10,90,-50,-10,30,50,False,ARAM

141,236,268,104,5,78,161,45,235,157,1882,1555,1759,2201,1951,1875,1750,1000,1960,1879,-50,-50,50,50,30,-50,-10,-10,50,-50,True,ARAM

7,64,133,876,3,35,523,117,126,61,2122,1759,2290,2201,2071,2276,1000,1000,2482,1851,-10,50,-10,50,50,50,-10,-10,-10,30,False,ARAM

114,64,4,236,412,122,2,112,110,25,1781,2272,1805,2174,1642,1977,2336,1398,1608,2371,-50,-30,50,50,50,30,30,90,-10,-10,True,ranked

875,64,8,90,26,86,28,157,119,350,1642,2174,1316,1460,1121,1388,1578,1774,1000,1757,50,50,90,-90,-50,50,-50,90,-30,-50,False,ranked

157,141,103,53,75,68,99,42,98,202,1628,1732,1000,1622,2439,1000,1919,1493,1532,1304,90,50,90,90,30,30,-10,-10,-10,-30,True,ranked

22,875,105,127,412,69,67,58,19,157,1000,1000,1000,1701,2043,2036,1995,1000,1605,2439,-10,-10,-10,-10,-50,-10,90,90,90,30,False,ARAM

104,516,119,54,84,112,163,55,51,56,1880,1000,1000,1605,2439,1000,1000,1000,1889,2243,30,-10,90,90,30,-10,-10,-10,-50,50,True,ARAM

517,875,222,350,37,42,7,22,43,145,1932,2067,2047,2049,2072,1000,1605,2439,1858,2497,50,10,10,50,10,90,90,30,-30,10,True,ARAM

58,20,84,51,50,517,19,74,145,117,1755,1795,1000,2270,1609,1000,2532,1704,1989,1831,-90,90,90,30,-10,10,50,10,90,10,False,ranked

91,35,517,145,111,31,141,84,22,201,1876,1000,2156,1865,1667,1936,2157,1000,2135,1795,-50,-50,-50,-50,-50,-10,50,90,-10,90,False,ranked

122,35,131,145,25,23,5,7,15,350,1876,1000,2156,1865,1667,2093,1771,1826,1917,1765,-50,-50,-50,-50,-50,90,90,90,90,90,False,ranked

82,234,350,145,131,83,134,35,16,81,1000,2131,1000,1000,2865,1000,2431,1000,1000,2250,-10,30,-10,-10,30,-90,30,-50,90,90,False,ranked

80,11,90,45,18,111,235,875,53,201,1938,1994,1625,1876,1865,1805,1943,1964,1000,1786,-10,-50,-50,-50,-50,-50,-50,-30,-50,-10,True,ARAM

266,35,105,18,412,23,876,236,145,17,2097,1886,1876,2156,1865,1601,1559,1902,2737,1774,-30,90,-50,-50,-50,90,50,10,-30,-10,True,ranked

37,72,127,133,22,266,35,91,18,412,1000,1992,1000,1000,1862,2097,1886,1876,2156,1865,-90,-50,50,50,50,-30,90,-50,-50,-50,False,ranked

114,64,99,67,555,48,113,115,51,78,2033,1000,2157,2215,2192,2370,2124,1893,1000,2704,-10,-10,50,-10,-10,-90,-90,-30,-90,-90,True,ranked

36,107,30,145,80,164,131,18,81,89,2192,1000,2033,2215,2176,2223,1000,1000,1000,2659,-10,-10,-10,-10,-50,50,90,90,90,90,False,ranked

54,107,777,22,412,14,35,112,51,40,2192,1000,2215,2176,2033,1851,2614,2435,2011,2191,-10,-10,-10,-50,-10,50,-50,-50,-90,50,False,ranked

420,5,777,145,53,92,121,136,17,113,2477,3000,2215,1000,2192,2037,2450,2114,2389,1744,90,10,-10,-10,-10,-10,-50,50,-90,-90,True,ranked

36,64,517,523,117,887,76,246,222,111,2192,1000,2215,1921,1501,2756,2583,2129,1000,1688,-10,-10,-10,-40,10,90,30,-10,-50,30,False,ranked

150,203,245,145,161,83,36,875,236,526,2155,2124,2370,1000,2704,2125,1737,2753,2628,2631,-90,-90,-90,-90,-90,10,90,90,10,10,False,ranked

85,254,1,22,412,75,9,55,18,555,2370,2124,1000,1164,2704,1000,1957,1000,2453,2141,-90,-90,-90,-50,-90,30,90,90,10,10,False,ranked

8,76,268,119,267,114,5,99,22,147,1987,2174,1791,2334,1000,2370,2124,1000,1164,2704,30,50,90,30,30,-90,-90,-90,-50,-90,True,ranked

106,777,235,518,236,115,54,68,40,57,1000,2704,1576,1000,2134,1581,1000,1822,1000,2090,50,-90,-50,-90,90,-30,30,30,30,30,True,ARAM

114,56,238,523,412,24,246,157,18,12,2135,2157,1958,1891,2089,2670,1509,2283,1704,1694,-10,50,-90,-50,-50,90,90,90,90,-50,False,ranked

36,11,777,50,89,887,203,517,498,497,1829,1573,1554,1960,1517,1694,1000,1735,1623,1509,50,-10,-10,30,30,-50,50,50,-90,90,False,ranked

27,141,43,51,16,75,32,91,18,235,1000,1919,1337,1759,1258,1620,1509,1725,1704,1633,-50,-50,90,-30,10,90,90,30,90,-30,False,ranked

875,56,4,21,99,62,76,84,498,142,1475,2344,1933,1970,1000,1571,2083,1403,1623,1509,90,10,-50,10,-30,-90,-10,-10,-90,90,False,ranked

107,876,74,22,432,75,154,157,498,142,1160,1435,1843,1718,1000,1477,1000,1000,1623,1509,30,30,-10,-30,10,10,30,30,-90,90,False,ranked

110,36,76,142,43,516,121,45,119,101,2107,1000,1000,1796,2703,2253,1726,1904,2670,2283,-10,-10,-10,-10,-10,50,50,50,90,90,False,ranked

6,64,42,119,50,110,154,84,887,143,1677,2670,2283,2604,1790,1926,1000,2514,2276,2251,-30,90,90,-30,-30,30,30,-50,-20,30,True,ranked

150,102,268,22,89,53,64,67,119,85,2044,1000,1000,2203,2029,1000,1000,2283,2670,1725,50,-70,-50,50,50,90,50,90,90,-30,False,ranked

35,96,45,141,50,75,64,42,81,412,2170,2026,1593,2018,1000,2670,2330,2283,2121,1000,-50,-50,-90,-90,-90,90,-30,90,-50,-30,False,ranked

164,35,84,81,412,68,104,777,110,43,2141,2158,2157,2175,2177,2162,2219,2175,2195,2195,10,-30,50,-10,50,50,30,-90,-50,-90,True,ranked

122,202,234,154,235,164,104,42,145,40,2113,2062,2114,2093,2158,2141,1000,2073,2041,1000,-90,10,-50,-50,10,10,30,10,10,30,True,ranked

164,121,143,110,235,8,56,777,18,111,2141,2157,2081,2195,2210,2091,2144,1000,2182,2185,10,-50,90,-10,90,-90,90,-50,-10,-90,True,ranked

82,104,115,51,12,164,11,43,202,412,2100,2175,2155,2126,2118,2141,2155,2131,2132,2163,10,-90,-90,50,-10,10,90,10,90,90,False,ranked

164,9,7,119,12,875,79,517,96,40,2141,2094,2071,2089,2107,2086,2027,2110,2128,2010,10,50,90,-90,10,-90,-50,-50,-30,-50,True,ranked

82,113,39,18,43,875,24,134,51,350,2079,2095,2033,1986,1000,2141,2035,2068,2071,2083,50,50,-30,50,50,10,-30,-10,-30,10,True,ranked

67,121,245,145,26,75,60,4,360,350,2219,2250,2250,2071,2179,2252,2219,2219,2164,2307,-10,90,-10,-50,10,-30,30,50,10,10,False,ranked

164,104,105,81,26,23,5,777,67,267,2272,2277,2240,2290,2057,2271,2219,2300,2210,2295,30,50,30,90,90,-10,30,-90,30,30,True,ranked

517,5,103,67,43,246,68,105,81,50,2203,2219,2220,2015,2235,2211,2287,2198,2269,2170,90,30,10,10,10,-90,-30,50,-10,-10,True,ranked

875,104,90,81,68,58,76,103,29,555,2193,2219,2205,2015,2147,2159,2156,2038,2204,2235,30,30,10,10,-10,10,-50,30,-30,-10,True,ranked

61,64,22,36,161,22,82,202,238,157,2007,2167,1000,2051,1680,2135,1000,1000,2157,1682,-30,-10,-30,10,20,-10,50,-30,50,50,False,ranked

17,68,133,69,75,84,11,3,246,157,1482,2007,2418,1000,1705,1936,2127,2311,1781,3211,-90,-30,-30,-30,-90,90,30,-90,30,30,False,ranked

25,22,55,80,157,64,238,8,518,29,2135,1982,2488,1940,1646,2300,1795,2007,2418,1000,-10,-10,-50,10,-50,50,-30,-30,-30,-30,False,ranked

28,34,21,15,777,203,5,222,99,267,2145,1999,1000,2233,1727,2007,2150,1760,1000,2418,90,50,30,50,-10,-30,-90,-30,-30,-30,True,ranked

238,25,429,6,37,777,5,63,25,22,1998,1662,1843,1000,2431,2348,1602,1760,2418,1000,10,30,-90,-90,-10,50,-30,-30,-30,-30,False,ranked

104,81,69,62,92,266,350,112,157,63,2154,2169,1000,2007,1971,1906,1888,1899,1000,1680,50,10,-30,-30,30,-30,50,50,50,50,False,ranked

92,245,238,145,143,106,72,517,236,350,2011,2162,2099,2114,2143,2184,2167,2078,2127,2065,-10,-30,-90,30,30,-30,-10,10,10,-10,False,ranked

23,56,1,22,89,54,68,236,18,147,2200,2247,2204,2155,2167,2245,2291,2239,2261,2191,30,-10,50,-30,-10,-10,90,90,90,50,False,ranked

8,64,875,67,25,48,72,99,145,526,2293,2190,1921,2183,2219,2252,2082,2136,2163,2167,90,90,10,-30,-30,10,90,90,50,-10,False,ranked

48,64,245,81,115,64,81,75,21,14,2641,1510,1596,1441,1000,2167,1000,2133,1000,2178,90,-30,-50,-30,-90,-10,50,10,90,30,False,ranked

82,19,157,523,161,67,141,112,119,117,961,1908,1665,1000,1613,2186,1385,1795,1000,1795,30,-30,-10,-10,30,50,90,90,90,90,False,ranked

12,110,7,4,238,887,518,54,82,202,1908,1914,1908,1190,1613,1895,1807,1545,2051,1936,30,-10,-30,30,30,-50,-90,-10,-10,-30,True,ARAM

875,427,112,119,53,82,30,55,15,89,2278,2185,1913,1998,1621,961,1813,1487,1908,1613,-30,-50,-50,-50,-50,30,-50,50,-30,30,True,ranked

516,64,875,147,26,36,48,246,29,555,961,1515,2070,1908,1613,1834,1000,1983,1000,2237,30,90,50,-30,30,50,-90,-30,-90,-30,True,ranked

266,421,517,145,50,234,36,99,222,63,1561,1245,1869,1563,1948,961,1870,1768,1908,1613,-50,-90,-50,10,10,30,90,90,-30,30,False,ranked

202,427,86,498,64,44,54,236,161,235,1792,1764,1795,1000,1842,1812,1816,1545,2051,1842,-10,-90,-10,-10,-10,-30,30,-10,-10,-50,False,ARAM

39,110,28,45,202,84,427,76,64,36,2142,2170,1807,2051,2152,1997,1863,2157,2204,2173,-10,90,-90,-10,-30,30,-30,-50,-50,90,False,ARAM

75,222,115,64,518,126,77,50,145,43,1356,1846,1488,1221,1076,1428,1316,2051,1224,1526,30,30,-30,50,10,90,-90,-10,-90,-50,True,ranked

92,427,99,17,25,75,141,77,51,26,1169,1536,2001,1000,1146,1316,2051,1224,1833,1312,50,90,50,-90,30,-90,-10,-90,50,50,True,ranked

36,360,84,141,526,875,19,61,222,40,1687,2048,2186,1385,1000,1553,1787,1854,1796,1000,50,50,50,90,90,10,10,30,10,10,True,ranked

875,517,238,131,35,62,113,13,157,31,1807,1574,1764,1399,1799,1806,1000,1687,2048,1000,10,10,10,-30,10,50,50,50,50,90,False,ranked

11,39,161,86,126,234,68,3,96,32,1000,1232,2053,2028,2033,2405,1000,1000,2108,2072,-10,-10,-10,-10,-30,50,90,-30,10,-30,False,ARAM

147,145,51,32,58,45,104,238,498,80,1822,2040,1712,1819,2286,1000,2341,2405,1646,1000,10,-50,-30,-50,-50,90,30,50,-90,-30,True,ARAM

268,7,1,27,111,59,63,57,103,85,2145,2405,1000,1000,2027,2079,2085,2066,2061,2073,-10,50,90,-30,30,10,50,90,-10,-10,True,ARAM

54,33,245,67,117,62,5,63,202,99,2125,2109,2173,2127,2148,2140,2229,2096,2186,2069,10,90,30,30,90,50,-90,-90,50,-10,True,ranked

67,7,36,13,143,11,202,58,131,20,2067,2091,2090,2069,2062,1793,2255,2108,1816,2427,30,-30,50,50,30,-90,50,-50,-10,-10,True,ARAM

518,235,50,82,777,74,43,22,222,54,1793,2255,1887,2228,2095,2827,1982,2015,1819,2164,-90,50,-50,90,-50,30,30,30,30,-30,False,ARAM

39,44,147,64,8,63,126,1,202,103,1795,1000,2304,2527,2816,2778,2535,2615,2503,2585,90,90,30,-10,90,-30,50,90,-30,-50,True,ARAM

12,4,420,92,76,16,34,122,222,55,2536,2582,2477,2880,1000,2585,1795,1000,2521,2633,90,-10,90,10,50,-50,90,90,30,10,True,ARAM

83,119,45,498,39,161,81,266,76,31,2533,2538,2523,2561,2511,2591,2522,2477,2880,1000,-30,-10,-10,-50,30,50,-30,90,10,50,False,ARAM

887,246,80,1,145,122,234,134,48,421,2510,2477,2504,2444,2498,2474,2477,2880,1000,1000,-50,30,-10,-30,30,-30,90,10,50,10,True,ARAM

412,51,127,105,27,104,432,523,143,16,2529,2291,2454,2444,2501,2501,2477,2880,1000,1000,30,-50,30,30,-50,50,90,10,50,10,False,ARAM

17,64,222,142,55,234,12,34,42,25,1000,2338,2476,1000,2405,2477,2042,1000,3006,1000,90,-10,90,90,30,90,30,50,-30,10,False,ARAM

518,15,29,60,18,102,41,526,84,145,3047,3123,3111,2872,3156,2880,3084,3260,3138,3253,50,10,10,10,-30,10,10,-10,-30,50,True,ARAM

104,81,161,110,12,350,27,45,126,412,1493,1000,1000,1000,1000,1000,1857,1676,2880,3084,-10,-10,-10,-10,-10,90,90,90,10,10,False,ARAM

110,429,32,8,82,85,3,134,76,235,1000,1857,1676,2880,3084,2044,2518,1000,1595,2013,90,90,90,10,10,-50,-90,-90,-90,10,True,ARAM

51,518,54,876,32,105,22,98,143,777,2908,2740,2728,2742,2752,2775,2800,2816,2876,2808,-90,-10,50,-50,-10,30,90,90,-10,90,False,ARAM

82,133,74,498,8,13,267,39,90,134,2800,2788,2739,2747,2728,2670,2786,2767,2795,2772,-50,-30,50,50,50,-90,50,-50,-90,10,True,ARAM

517,21,96,498,777,111,31,145,267,35,2831,2360,2667,2694,2693,2394,3170,2312,1000,2728,-10,-10,90,30,-10,30,-50,10,10,50,False,ARAM

21,89,81,3,85,238,44,15,115,245,2667,2961,2170,2704,2666,2739,2455,1000,2728,2683,50,30,30,10,-10,-10,50,-50,50,30,False,ARAM

119,18,11,30,201,133,31,68,126,104,2679,2674,2607,2728,2684,2585,2751,2348,2941,2715,-90,-50,-90,50,30,30,10,90,90,90,True,ARAM

127,350,119,58,25,267,145,235,4,99,1000,1000,2232,3125,3141,2876,2849,2918,2939,2866,-50,-90,-90,-90,-50,-10,90,90,50,-30,False,ARAM

420,238,53,84,201,61,105,96,43,234,2858,2688,2990,2633,2778,2749,2939,2750,2711,2876,50,10,50,30,30,-30,50,-10,-50,-10,True,ARAM

235,103,202,81,112,141,105,36,43,90,2671,2794,2785,2659,2711,2788,2755,2232,3125,2876,-90,10,-30,90,-50,-50,-50,-90,-90,-10,True,ARAM

103,86,7,76,81,54,14,10,99,134,2773,2749,2859,2737,2808,2634,2741,2888,2876,2764,50,-10,-10,-10,30,-90,30,50,-10,90,False,ARAM

63,64,13,48,82,238,110,21,43,555,2794,2713,2699,2876,2858,2888,2769,2737,2677,2971,10,90,30,-10,50,50,10,-10,-50,10,True,ARAM

517,121,1,22,235,64,19,142,51,147,1000,2297,1704,2532,1840,2270,1039,1000,1609,1696,10,90,10,50,-30,30,50,50,10,50,True,ranked

81,20,164,55,89,23,427,21,112,3,1000,1704,2284,1000,1831,1000,1000,2362,2078,2078,10,10,-10,10,10,10,10,10,10,10,False,ranked

62,64,16,1,222,99,202,777,82,11,1633,1000,1357,1000,1000,1704,1000,2284,1000,1831,-50,50,50,50,50,10,10,-10,10,10,False,ranked

80,11,202,25,86,80,2,81,161,24,1389,1270,1372,1427,1645,1831,1704,1982,1000,1000,90,50,-10,50,-10,10,10,50,10,10,False,ranked

85,121,74,110,117,887,20,90,145,555,1000,1000,1704,1960,1831,1563,937,1875,2059,1936,10,-50,10,-50,10,-90,10,10,30,-30,False,ranked

81,79,117,157,10,80,82,245,523,63,2319,1755,1831,1704,1000,1806,1799,1125,1000,1000,50,-50,10,10,10,-10,10,-50,90,90,True,ranked

39,30,142,22,101,58,78,202,112,107,1285,1000,1890,1372,1068,1000,1000,2362,2078,2078,50,-30,10,-30,-30,10,10,10,10,10,True,ranked

39,68,61,29,101,92,36,875,75,45,1000,1000,2362,2078,1722,1682,1665,1752,1561,2175,10,10,10,10,30,90,-90,-50,-90,-90,True,ranked

82,113,84,21,26,92,5,777,51,412,2078,1000,1576,2362,1576,1589,1000,2275,2173,1000,10,10,-30,10,-30,-90,-50,-10,10,-10,False,ranked

141,75,103,498,497,202,68,35,61,234,1735,1453,1459,1579,1737,2019,1000,2078,2362,1000,50,-90,-90,-90,-50,10,10,10,10,10,True,ranked

876,36,518,235,246,5,163,234,103,55,2309,1899,1133,1231,1488,1000,1930,1670,1922,1000,50,90,-30,10,10,-50,10,-50,-90,90,True,ranked

84,131,111,268,234,246,75,234,235,68,1732,967,1000,1675,1513,1000,1667,1670,1213,1613,-50,-50,10,-50,-10,-50,-90,-50,-10,50,True,ranked

35,245,157,55,39,141,19,30,55,81,1732,967,1000,2101,1427,1882,1519,1837,2089,1467,-50,-50,10,10,-90,10,-10,10,90,-90,False,ranked

432,18,7,234,24,64,35,92,555,29,1695,1000,1979,1000,1686,967,1732,1765,1565,2048,90,90,50,-30,90,-50,-50,50,-30,-30,True,ranked

23,35,105,81,555,54,2,18,51,147,704,1732,1837,967,1756,1000,1362,1000,1000,1284,-30,-50,50,-50,10,-90,-90,-90,-90,-90,True,ranked

875,36,777,555,412,157,234,131,222,147,1203,1176,1649,1756,704,2036,1446,1000,1056,1000,30,-90,-90,10,-30,50,10,10,90,10,False,ranked

8,777,99,555,53,91,20,105,18,89,1058,1382,1000,1756,704,1539,1000,1310,639,1245,10,90,10,10,-30,-10,-10,-10,-90,-90,True,ranked

82,203,157,523,201,122,9,131,51,103,828,814,785,831,668,704,625,817,865,664,-30,90,90,-10,-50,-30,90,-50,-90,-10,True,ranked

24,76,85,67,99,23,5,234,110,235,925,611,1000,671,926,704,647,649,663,661,50,-30,90,30,-10,-30,30,-10,30,90,True,ranked

36,24,80,119,875,777,141,157,222,12,1469,1056,1000,2036,1446,889,1437,973,1245,1000,90,90,10,50,10,-90,-90,-90,-50,-70,True,ranked

157,9,99,45,412,777,76,238,145,555,1245,1351,1463,1233,976,1000,1446,1043,1056,2036,10,-50,10,-50,10,10,10,-50,90,50,True,ranked

122,30,777,145,432,75,203,10,360,50,1043,1056,1446,1000,2036,1398,1300,903,1108,1000,-50,90,10,10,50,-30,10,90,90,90,False,ranked

887,36,518,236,99,67,77,238,30,45,1446,1102,1000,1324,769,1043,1446,2036,1056,1000,10,-10,-10,-90,-10,-50,10,50,90,10,False,ranked

133,141,81,222,101,23,35,238,29,412,785,1184,1846,945,739,704,1732,1837,967,1756,-30,-30,-10,-90,-90,-30,-50,50,-50,10,False,ranked

58,141,55,222,267,114,35,25,81,412,1784,1878,1747,1846,1783,1839,1000,1436,1651,1865,-50,90,50,-10,30,-30,-90,-90,-90,-90,True,ranked

875,20,157,67,44,6,141,55,81,147,1589,1000,1860,1846,1293,1843,1640,1744,1794,1000,30,-50,-50,-10,-30,30,50,10,50,70,False,ranked

82,254,147,18,64,25,120,7,81,58,1912,1798,1000,1000,1846,1503,2307,1671,1016,1814,10,-10,90,90,-10,50,50,10,50,10,False,ranked

98,5,238,81,45,875,121,134,7,63,1855,1113,1264,1601,1354,1353,1846,739,1099,945,-30,10,30,90,-90,-30,-10,-90,-90,-90,True,ranked

13,92,76,102,62,21,63,37,43,202,1776,1943,1837,1550,1616,1894,2212,1151,1758,1609,50,90,50,-50,50,50,-10,30,-10,10,False,ARAM

82,122,99,51,7,21,63,222,39,45,1803,1871,1966,1682,1000,1053,1796,1151,1758,1684,30,10,30,50,50,30,-50,30,-10,50,False,ARAM

8,16,117,110,31,55,24,21,105,777,1992,1151,1758,1781,1951,2039,1970,1996,1986,1891,90,30,-10,-10,-90,30,50,-10,-10,30,False,ARAM

8,37,63,119,150,202,32,555,246,104,1151,1758,2052,1946,1886,1976,2088,1768,2081,1698,30,-10,10,-30,-10,-50,-10,10,50,30,False,ARAM

164,234,55,21,37,54,131,90,115,16,957,1013,1781,1068,1079,1151,1207,1497,1832,1297,-30,50,-10,-30,30,30,-90,-10,50,90,False,ranked

67,266,63,145,50,115,122,13,103,777,2347,2308,2335,2191,2212,2218,1000,2124,1590,2410,-50,90,-30,10,-10,-50,90,-30,-50,-50,True,ARAM

24,127,119,555,267,99,236,72,90,234,1000,2286,2017,2212,2098,1000,1000,1949,1000,2027,90,-10,-50,-10,-50,-10,-10,-50,-30,30,False,ARAM

234,76,89,81,31,8,91,22,82,18,2049,1000,2212,2133,1000,2424,2056,2225,2416,2164,50,-30,-10,-90,90,-50,90,90,90,50,False,ARAM

22,63,43,92,86,13,29,7,114,245,1731,2056,1748,2028,2212,1000,2274,2217,2030,1919,-30,-50,10,30,-10,-10,90,-30,50,0,True,ARAM

22,555,202,126,103,4,61,133,39,21,1877,2212,2006,1942,2240,2031,2127,1000,2091,2180,-90,-10,30,-30,30,30,30,50,-10,50,True,ARAM

8,39,119,117,24,54,58,84,40,55,1837,1833,1909,1959,1983,1000,1674,1894,1943,1837,50,10,90,50,50,-50,30,50,90,50,True,ARAM

30,62,105,126,75,27,22,50,157,121,1680,1974,1712,1732,1844,1543,1571,2331,1966,1830,-10,-90,50,-50,-20,50,-50,50,10,90,False,ARAM

25,53,13,63,110,105,24,21,498,11,1732,1626,1000,1839,1793,1000,1732,1406,1806,2178,-50,50,50,-30,-30,-10,-30,-30,10,-30,False,ARAM

58,39,236,432,21,122,103,82,104,8,1861,1794,1811,1000,1726,1000,1731,2530,1732,1674,-50,50,50,-30,50,50,50,-70,-50,30,False,ARAM

28,8,32,103,45,21,62,67,55,27,1865,1781,1732,1674,1732,1898,1923,1735,1667,1000,-90,-50,-50,30,-10,90,-50,10,50,10,False,ARAM

1,161,75,41,81,86,23,78,15,63,1000,1000,1000,1662,1000,1771,1866,1732,1674,1818,30,30,50,-10,90,10,-90,-50,30,-10,False,ARAM

157,876,84,82,235,13,133,5,81,147,1237,1764,1673,1000,2055,1671,2095,1810,1983,2150,-90,-10,-50,-90,-90,50,-90,-10,50,-30,False,ranked

