c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,s1r,s2r,s3r,s4r,s5r,s6r,s7r,s8r,s9r,s10r,s1ts,s2ts,s3ts,s4ts,s5ts,s6ts,s7ts,s8ts,s9ts,s10ts,result,gamemode
98,50,126,40,34,222,777,61,53,121,2402,2379,2366,2371,2367,2419,2418,2407,2409,2421,-50,10,-90,-10,30,90,30,10,-90,50,False,ARAM

20,103,266,235,142,50,12,26,84,21,2223,1000,2389,2240,1000,2348,2321,2366,2356,2375,30,30,30,30,30,90,-90,-90,50,-10,True,ARAM

887,25,240,21,39,266,236,45,518,234,2303,1848,2427,2292,2348,2443,2366,2376,2334,2379,-70,-50,-90,-30,-50,90,-90,-90,-50,10,False,ARAM

106,85,68,90,76,30,81,35,18,145,2400,2408,2406,2414,2366,1973,1000,2385,2420,2394,90,10,90,-10,-90,90,90,10,-30,30,True,ARAM

102,238,9,25,20,53,777,236,518,126,2561,2165,1000,1000,2810,2641,1000,2468,2434,2421,50,50,50,50,50,90,90,-50,50,50,False,ARAM

102,32,104,86,222,4,45,44,145,134,2421,2434,2432,2414,2422,2487,2228,2965,1977,2450,50,50,-30,10,30,30,-10,-10,-10,-50,True,ARAM

36,201,35,21,236,350,19,104,115,102,2228,2965,1977,2537,2421,2270,2557,1821,1000,2543,-10,-10,-10,-10,50,90,50,90,50,30,False,ARAM

143,67,26,64,236,245,115,110,201,82,2429,2447,2407,2435,2421,2423,2435,2425,2061,2500,30,30,30,30,50,30,-50,-90,-10,-10,True,ARAM

107,26,6,90,82,161,34,157,134,201,2421,2391,2202,1000,2406,2429,2425,1000,2620,2427,50,50,50,50,10,30,-90,-30,-30,-30,True,ARAM

145,55,202,133,245,106,111,68,360,1,1000,2591,2147,1000,1000,2001,1986,2037,1000,1000,90,90,90,90,90,30,-50,-90,-50,-90,False,ARAM

76,10,110,82,497,266,246,75,111,157,1000,2591,2147,1000,1000,1913,1882,1872,1536,1836,90,90,90,90,90,-90,-50,-30,50,-50,True,ARAM

350,111,145,89,33,61,163,110,54,517,1811,1754,1785,1818,1821,1000,2591,2147,1000,1000,-10,10,10,-10,-90,90,90,90,90,90,False,ARAM

92,25,62,412,29,44,133,4,40,147,1831,1809,1000,1407,1000,1000,2591,2147,1000,1000,50,50,-50,-50,-50,90,90,90,90,90,False,ARAM

412,43,7,40,29,157,54,518,24,63,1000,2591,2147,1000,1000,1000,1772,1000,1952,1836,90,90,90,90,90,10,90,10,10,50,False,ARAM

110,105,22,82,31,51,86,62,23,29,1000,1000,1816,1793,1789,1000,2591,2147,1000,1000,-10,-10,50,-10,90,90,90,90,90,90,True,ARAM

133,90,238,145,89,142,19,523,81,21,2347,1850,2282,2625,1580,2097,2026,2207,1831,2149,30,90,50,50,50,50,50,-50,90,50,True,ARAM

202,127,16,523,57,876,33,222,360,22,2282,2625,1580,2099,2134,2139,1847,1899,2357,2226,50,50,50,90,90,-90,-90,-90,-90,-90,True,ARAM

81,147,157,516,99,90,36,18,150,122,1000,2271,2282,2625,1580,2132,1765,2059,2448,2135,-10,-10,50,50,50,-30,10,10,10,10,True,ARAM

18,876,84,81,240,21,16,98,41,517,1000,2271,1920,1631,1980,1974,1919,2292,2154,2477,-10,-10,-50,-50,-50,50,50,50,50,50,True,ARAM

22,267,64,145,432,202,89,3,1,99,1000,2271,1920,1631,1980,2203,1951,2525,1699,2131,-10,-10,-50,-50,-50,90,50,50,50,90,False,ARAM

238,13,432,523,117,236,110,30,81,518,2133,2249,2100,1000,2271,2126,1286,1000,2815,1424,-30,30,30,-10,-10,90,90,90,90,90,False,ARAM

25,360,203,777,68,76,117,8,99,161,2172,1000,2271,2291,1700,2831,1000,1921,1209,1993,30,-10,-10,90,90,-50,-50,-50,-50,-50,True,ARAM

266,31,55,234,30,122,99,90,412,203,1000,2271,2172,2163,2161,2863,2046,1815,1610,1000,-10,-10,30,-50,-50,10,-50,-50,-50,-50,False,ARAM

79,22,41,420,876,202,42,67,498,412,2127,2107,2062,1000,2097,2075,2625,2282,2134,1580,10,-30,90,90,-10,-10,50,50,30,50,True,ARAM

203,222,234,45,518,7,26,21,61,1,1745,2157,2659,2040,1000,2282,2625,1580,1999,2103,10,-90,10,-50,10,50,50,50,-90,-50,True,ARAM

72,134,48,99,3,202,112,350,43,412,2132,2140,1934,1000,1450,2155,2207,1831,2149,2161,-90,-10,10,10,50,-10,-50,90,50,-10,False,ARAM

201,246,18,40,142,517,14,103,43,29,1000,1000,1000,1767,1858,2251,1000,2132,1934,1000,30,30,10,10,50,30,30,50,10,10,True,ARAM

22,120,887,134,26,57,555,154,110,147,1000,1668,1000,2305,1000,1716,1000,2369,1973,1498,30,-10,30,30,-10,50,50,50,50,50,True,ARAM

35,147,27,21,81,875,20,64,777,84,1508,2280,1789,1993,2453,1000,1000,1000,2305,1668,30,30,10,-10,-10,30,-10,30,30,-10,True,ranked

79,99,164,121,523,34,122,25,223,222,2317,1000,1543,1000,2305,1000,1405,2013,1581,1000,30,30,-10,30,30,-50,-50,-30,-90,-50,True,ranked

41,111,81,67,17,85,222,3,32,235,2317,1000,1000,2305,1543,1891,1855,1584,1978,1765,30,30,30,30,-10,30,50,90,50,30,False,ranked

432,517,15,143,77,127,16,268,161,64,2035,1664,1948,2113,2021,1000,2159,1000,1000,1000,90,50,50,30,70,30,-50,-90,-90,30,True,ARAM

92,38,99,115,777,68,55,104,875,235,1000,2027,1737,2075,1489,1716,1000,2369,1973,1498,-10,10,-90,10,10,50,50,50,50,50,False,ARAM

92,54,76,2,11,117,96,105,72,21,2035,2087,1840,1997,1989,1716,1000,2369,1973,1498,-50,-90,-90,-90,-50,50,50,50,50,50,False,ARAM

40,7,41,92,517,523,45,54,15,266,1716,1000,2369,1973,1498,2068,2071,2299,1399,2056,50,50,50,50,50,-10,50,90,90,10,False,ARAM

154,555,81,23,518,412,122,54,117,8,1716,1000,2369,1973,1498,2379,2137,1515,2159,1738,50,50,50,50,50,-90,-90,-90,-90,-90,True,ARAM

8,25,41,33,29,246,38,53,55,18,2057,2053,2090,1000,2211,2078,2108,2039,2251,1000,-50,30,90,-10,-10,30,90,90,30,30,False,ARAM

61,22,68,234,875,16,36,13,11,64,2399,1000,1864,1000,2211,2046,2185,2030,2049,2133,90,30,30,-10,-10,-10,10,10,-50,-10,True,ARAM

28,32,523,30,38,31,238,126,86,360,1728,2244,2399,1607,1864,2007,1996,2004,1000,2211,-30,-30,90,90,30,10,-50,-10,-10,-10,True,ARAM

106,10,56,238,57,360,412,35,875,101,1960,1000,1834,2016,1966,1000,1000,1770,1000,2211,-50,10,-50,50,90,50,50,50,-10,-10,True,ARAM

777,875,110,35,12,127,126,10,111,106,1730,2589,1000,1000,2211,2042,2057,2019,2094,2051,-10,-10,-50,-10,-10,30,10,-50,90,30,False,ARAM

131,68,518,777,90,164,36,45,498,115,2054,2075,2095,2055,2124,2079,2251,1000,2139,2068,-10,30,10,-30,10,-50,30,30,-30,-50,False,ARAM

27,25,21,18,62,41,58,12,90,96,2038,2146,2251,1000,2099,1000,1000,2095,2036,2136,-30,-50,30,30,10,-50,50,10,-50,-10,True,ARAM

34,157,99,202,56,29,16,518,25,75,2082,2251,1000,2093,2104,2118,1000,1000,1335,2778,-10,30,30,-10,30,50,-50,-50,10,50,False,ARAM

55,50,420,89,126,22,110,63,117,102,2188,2171,2181,1934,1000,2156,2035,2139,2130,2167,90,-30,-50,10,10,-10,90,-10,30,-10,True,ARAM

267,75,555,90,62,30,222,147,111,103,1934,1000,1450,2140,2109,2080,2074,2492,1979,1000,10,10,50,90,-10,-10,90,30,10,-50,True,ARAM

20,22,9,142,43,45,34,236,133,82,1934,1000,1450,2113,2104,1063,2700,2013,1000,2102,10,10,50,90,10,-90,90,90,90,50,True,ARAM

34,84,81,59,117,154,3,32,98,234,2093,2097,2634,1440,2156,1934,1000,1450,2119,2108,-50,-10,10,30,50,10,10,50,10,50,True,ARAM

50,78,157,90,102,22,11,3,7,201,2544,2547,2554,2555,2536,2709,2442,2492,1000,1922,-50,-50,-50,-50,-10,-10,90,30,30,30,False,ARAM

86,53,27,67,45,62,147,42,76,222,2588,2923,1967,2532,2557,2516,2492,1000,1922,1000,-10,-10,-50,50,30,-50,30,30,30,-30,True,ARAM

36,246,32,412,133,117,145,7,523,161,2530,2453,2482,2470,2515,2515,2492,1000,1922,1000,-90,-10,-50,10,-30,-10,30,30,30,-30,False,ARAM

360,8,45,72,236,59,4,43,110,89,2492,1979,1000,2094,2156,2162,2394,2009,2140,2120,30,10,-50,30,-10,90,30,10,10,10,False,ARAM

53,518,25,63,21,887,121,26,202,236,2146,1586,2369,1000,2181,1000,1000,1000,1794,2450,-50,-50,-50,-50,-50,50,50,50,10,-10,False,ARAM

127,122,53,90,55,63,92,145,36,72,2146,1586,2369,1000,2081,2181,2117,2231,1926,1000,-50,-50,-50,-50,-50,50,50,-50,-50,-50,False,ARAM

55,59,1,104,875,14,203,235,876,41,2148,1000,1850,1000,1000,2146,1586,2369,1000,2111,-90,20,70,20,-10,-70,-70,-70,-70,10,False,ARAM

98,121,8,202,117,54,28,157,22,235,1787,1916,1937,1798,1000,1898,1981,2005,1000,1669,30,-10,-10,10,10,-90,-90,90,-50,-90,True,ranked

92,81,39,245,147,41,141,887,18,350,1955,1000,1927,1886,1669,1832,1967,2040,1621,2227,-90,-50,30,-90,-90,-50,50,-50,50,10,False,ranked

887,154,7,22,235,75,32,8,15,412,1931,1978,2034,1936,1683,1970,1000,2612,1000,1996,-90,10,-10,-50,50,-10,-10,-10,-10,-10,False,ranked

27,35,238,81,350,64,113,54,51,432,1927,2008,2034,1972,1968,1979,1976,2008,2001,2032,-90,-30,-10,-90,10,50,-30,-50,-90,-90,False,ranked

57,203,86,96,117,122,72,136,21,40,1974,1000,2057,2034,2053,1903,2025,2060,2226,2017,10,10,10,-10,-30,-30,-10,90,-10,10,False,ranked

53,236,25,121,28,45,234,246,245,76,1791,2413,2201,2270,2195,1980,1794,2450,2166,2243,-90,-90,10,10,90,50,10,-10,-90,-30,True,ARAM

122,29,876,4,22,114,43,11,34,82,2181,2378,2161,2061,1598,1000,1000,1000,2162,1000,-50,-10,-10,-10,-10,90,90,90,90,90,False,ARAM

22,412,110,134,45,32,104,35,141,103,2226,2202,2135,2362,1000,1000,1000,1000,2162,1000,-10,-90,10,-10,-10,90,90,90,90,90,False,ARAM

887,84,150,62,127,54,55,238,101,19,1000,1000,1000,2162,1000,2253,2231,2269,2202,2201,90,90,90,90,90,-30,50,-90,-90,10,True,ARAM

18,134,101,78,143,104,51,4,235,164,1000,1000,3113,1000,1000,2227,2186,2294,2697,2493,90,90,10,90,90,90,90,30,30,50,False,ARAM

114,28,38,81,350,777,20,90,64,43,1000,1560,1000,1687,2274,1915,1884,1000,2409,1680,90,30,90,90,30,-50,90,10,-30,-30,True,ranked

50,21,432,498,131,112,266,67,43,143,2061,2378,2161,2200,1598,2212,2165,1768,2523,2206,-10,-10,-10,30,-10,-10,50,-10,-10,-10,True,ARAM

26,142,240,13,266,86,90,50,6,105,2133,2378,2161,2061,1598,2126,1286,1000,2815,1424,-30,-10,-10,-10,-10,90,90,90,90,90,False,ARAM

68,101,555,236,69,72,84,18,107,63,1867,2105,1000,2307,1000,2378,2161,2061,1598,2188,90,90,90,30,90,-10,-10,-10,-10,-10,False,ARAM

18,236,53,246,99,92,131,141,89,360,1000,1517,1609,1375,1865,1820,2378,2161,2061,1598,-30,-30,-10,-30,10,50,-10,-10,-10,-10,False,ranked

90,26,14,67,103,119,161,7,517,63,2145,2132,1907,1000,1624,2207,1831,2149,2363,1861,-30,-50,-10,-10,-10,-50,90,50,-10,-10,True,ARAM

67,117,77,22,555,145,98,81,126,412,2084,1000,2521,2082,2070,2139,1907,2017,1000,1624,-10,-90,-90,10,-90,-10,-10,-10,-10,-10,False,ARAM

23,91,30,266,1,105,777,81,238,17,2084,1000,1000,1812,1854,1845,1698,1471,2390,1883,-10,-90,-90,-30,-30,50,30,50,30,-10,False,ARAM

67,53,63,246,62,4,35,37,887,117,2061,1989,2072,2192,1000,2081,2084,1000,2521,1000,30,90,10,30,10,-90,-10,-90,-90,-90,True,ARAM

51,104,61,91,64,360,114,31,83,21,2091,2113,1949,1000,2081,2062,2084,1000,2521,1000,30,-10,-50,-50,50,50,-10,-90,-90,-90,True,ARAM

92,5,2,43,202,121,223,19,63,96,2084,1000,2521,2054,2123,2121,2073,2116,2107,2075,-10,-90,-90,10,30,-30,-10,10,-50,-30,True,ARAM

26,67,11,9,99,89,14,36,126,157,2246,2269,1000,2521,2254,2298,2243,2265,2279,2293,50,-10,-10,-90,30,-90,30,30,-30,-10,True,ARAM

99,92,61,29,96,4,117,102,41,110,1907,2017,1000,1624,2146,1826,2409,2143,2167,2195,-10,-10,-10,-10,-10,-10,-10,50,-10,-10,False,ARAM

78,99,876,127,420,38,35,63,360,55,1000,2452,2656,2307,1729,2279,1907,2017,1000,1624,-10,-10,-10,10,10,10,-10,-10,-10,-10,True,ARAM

154,5,110,11,112,4,516,32,875,40,1907,2017,1000,1624,2175,2158,2151,1972,1975,2134,-10,-10,-10,-10,30,-30,10,90,-30,10,True,ARAM

16,59,63,1,143,35,246,126,268,74,2131,2152,1000,1839,1900,1907,2017,1000,1624,2142,-30,-10,-10,-10,30,-10,-10,-10,-10,-30,True,ARAM

39,143,103,1,38,222,134,67,25,120,1826,2244,2409,2070,2306,1797,2481,1000,1901,2277,-10,-50,-10,-10,50,90,-30,-30,30,90,False,ARAM

21,147,98,35,3,31,84,26,43,77,1000,1681,2812,2246,2173,2250,1826,2244,2409,2266,-10,-50,-10,50,-10,10,-10,-50,-10,-50,True,ARAM

235,104,40,69,161,53,145,887,136,67,2325,1826,2244,2409,2030,2340,1000,2288,2283,2276,10,-10,-50,-10,-10,10,90,90,50,-10,False,ARAM

99,81,201,23,38,136,350,268,875,157,1826,2244,2409,2279,1000,2284,2314,2265,2296,2254,-10,-50,-10,-90,-90,-30,30,-50,-30,30,True,ARAM

234,412,8,498,39,245,68,64,110,266,1647,2751,1745,1648,2248,1724,1945,2457,2363,1861,-30,30,-30,-10,90,50,10,50,-10,-10,False,ARAM

517,39,110,32,36,145,25,84,15,12,1647,2976,2219,1745,1863,1891,2885,1000,1791,2187,-30,-30,-30,-30,-30,10,90,10,10,-50,False,ARAM

235,89,157,142,1,99,102,147,33,360,1925,1000,1000,1000,2134,1647,2976,2219,1745,1863,-30,-30,-10,-30,-30,-30,-30,-30,-30,-30,False,ARAM

29,9,82,3,412,254,7,427,10,142,2163,1695,2140,2177,2192,1647,2976,2219,1745,1863,90,90,90,30,-90,-30,-30,-30,-30,-30,True,ARAM

53,76,3,114,147,84,89,246,1,63,1647,2976,1745,1863,2240,2280,2251,2270,2241,2297,-30,-30,-30,-30,-50,-90,90,30,50,-10,False,ARAM

84,105,121,104,96,122,17,267,14,777,2496,1934,2306,2265,2298,1647,2976,2751,1745,1648,-10,-10,-90,10,30,-30,-30,30,-30,-10,False,ARAM

64,131,157,360,9,41,43,236,143,157,1556,2218,2030,3069,1648,1842,1740,1464,1000,1000,90,30,90,30,-10,-90,90,-30,30,-50,True,ranked

33,141,777,90,1,19,67,360,268,39,1000,1633,1849,1000,1000,2291,1556,2030,1648,3069,-30,-90,30,-10,30,50,90,90,-10,30,False,ranked

84,64,245,429,412,6,76,517,360,89,3063,3135,2957,3087,3018,3097,3029,3140,3005,3069,50,-40,-50,-30,-90,50,70,90,30,30,False,ranked

122,9,238,29,555,887,106,246,145,99,1861,1863,2363,1802,1518,1543,1000,1127,2209,1600,-10,10,-10,-90,-90,90,90,50,50,10,False,ranked

82,48,238,236,16,72,102,8,96,40,1861,2363,1918,1507,1844,1766,2061,1000,1000,1000,-10,20,-30,-10,-50,-10,90,30,-10,-10,False,ranked

497,75,90,360,84,875,131,777,145,40,2369,1694,1000,1698,2045,1861,2363,1940,1911,1000,10,90,50,90,90,-10,-10,-90,50,-90,True,ranked

516,131,115,235,111,875,68,69,145,350,2187,1461,1712,1369,1545,1861,2363,1500,2118,1837,-10,90,90,90,10,-10,-10,-50,-30,-30,True,ranked

427,56,4,105,25,45,111,63,133,13,2207,1831,2149,2150,2123,1899,1000,1968,2210,2172,-50,90,50,90,-90,50,-90,-90,90,10,False,ARAM

112,202,25,360,8,143,32,117,22,245,1000,1000,1000,1000,3294,1000,2145,1000,1000,1968,30,30,30,30,30,-90,-50,-90,-90,-90,True,ARAM

27,37,147,119,246,8,30,235,96,67,1000,1000,1000,1000,3294,2132,1000,2289,2141,2143,30,30,30,30,30,-10,-30,-30,-50,30,True,ARAM

14,84,63,79,497,32,81,53,9,555,1000,3294,1000,1000,1000,2169,2005,2108,2167,2143,30,30,30,30,30,50,90,10,-10,30,False,ARAM

427,102,235,84,45,57,432,16,81,39,1940,1523,2203,2457,1000,1000,1000,1000,1000,3294,90,90,90,50,90,30,30,30,30,30,False,ARAM

112,236,59,31,7,143,875,54,9,203,1000,1000,1000,1000,3294,2217,1000,1817,1467,2143,30,30,30,30,30,-90,50,50,-90,-90,True,ARAM

61,150,29,22,134,161,15,21,84,48,1000,2145,1000,1000,1968,2160,1917,2509,1792,2156,-90,-50,-90,-90,-90,90,-30,30,30,-10,False,ARAM

32,90,18,41,43,133,31,64,54,9,1000,2145,1000,1000,1968,2178,1830,1000,2545,2203,-90,-50,-90,-90,-90,90,-10,30,50,50,False,ARAM

117,29,13,64,432,518,55,254,68,222,1000,2145,1000,1000,1968,1000,1000,2529,2060,2089,-90,-50,-90,-90,-90,50,50,30,-30,30,False,ARAM

4,555,76,45,112,74,68,222,22,89,1786,2211,1000,1000,2093,1000,1690,1000,1000,1968,-10,-10,-10,-10,50,-90,50,-90,-90,-90,False,ARAM

240,30,91,18,143,24,234,38,236,147,2051,2301,1550,2220,2117,1615,1000,2224,2509,1641,-30,10,-10,-50,-10,-90,50,30,30,-50,True,ranked

56,154,246,51,147,67,36,98,81,235,1615,1820,1516,2509,1641,1864,2212,1000,1670,1688,-90,50,30,30,-50,50,-10,-10,50,-50,True,ranked

875,60,36,55,67,114,89,131,7,22,1935,1847,1905,2193,2686,2497,1000,1000,1694,2509,-50,-50,30,50,50,30,-50,30,-30,30,True,ranked

64,120,234,96,16,85,131,103,145,350,1832,2027,1000,1920,1503,2497,1000,1694,2509,1000,10,-90,10,-90,50,30,30,-30,30,-50,False,ranked

111,234,30,235,86,117,267,80,96,68,2191,2218,1955,2360,2179,2244,2210,2202,2224,2249,90,10,-30,10,30,30,90,-50,50,30,False,ARAM

25,20,420,18,67,4,555,222,238,63,1955,1000,2309,1996,1975,2012,2029,1994,2005,2033,-30,-90,-90,-50,90,10,50,-10,50,-30,False,ARAM

24,12,68,29,85,223,69,20,99,111,1960,1955,2012,2056,1000,1988,1987,2056,1000,1973,50,-30,90,30,30,30,-30,-50,90,50,True,ARAM

98,10,412,104,55,145,57,99,498,126,2174,2169,2191,2237,2158,2188,1955,2244,2360,2215,90,-50,-90,50,50,50,-30,-90,10,-10,True,ARAM

99,518,59,58,42,57,420,145,268,102,2166,2150,2199,2193,2117,2215,1955,2360,2189,2168,-50,-50,-90,10,50,-50,-30,10,50,50,False,ARAM

4,22,113,80,133,35,90,266,498,18,2360,2381,1664,1000,1000,2259,1440,2428,2463,2450,10,10,-10,-10,-10,-10,-10,90,-10,-50,False,ARAM

238,145,31,517,9,8,142,92,25,35,2371,2367,2059,2697,1000,2393,2571,2184,2360,2434,50,-10,-30,10,10,30,-30,-30,10,-10,False,ARAM

1,50,36,25,39,104,16,64,62,74,2380,2263,1000,1000,1000,2360,2375,2290,2348,2372,-90,-90,-90,-90,-90,10,50,90,30,50,False,ARAM

82,3,145,103,555,96,32,14,99,67,2050,1853,2447,2757,2360,2372,1000,2299,2298,2303,-30,50,-30,-30,10,-10,10,10,-90,10,False,ARAM

523,21,57,875,14,99,30,105,51,518,2298,2365,1000,2299,2384,2390,2360,2385,2270,2420,-90,30,10,10,50,-70,10,-90,-90,-90,True,ARAM

26,64,20,498,134,222,360,34,154,37,1000,2428,1926,1000,2482,2216,2357,2050,2195,2210,-10,-90,10,30,10,-50,-10,-10,30,90,False,ARAM

55,133,117,58,106,18,103,78,104,1,1835,1000,1000,2204,1988,1854,1656,1304,1000,2263,30,-10,-10,-90,-90,-90,-90,-30,10,-30,True,ARAM

22,16,412,245,202,15,68,31,86,44,1000,1000,2204,1000,1000,1760,1802,1876,1847,1000,-10,-10,-90,-10,-10,50,90,90,-30,-30,False,ARAM

64,24,110,7,23,16,55,10,103,154,1839,1760,1802,1807,1591,1817,1737,1000,1000,2204,30,50,90,90,90,90,50,-10,-10,-90,True,ARAM

29,238,133,876,201,22,202,105,24,142,1000,2344,1471,1000,1791,1000,1000,2204,1000,826,30,30,-30,50,90,-10,-10,-90,-50,-30,True,ARAM

26,120,150,236,84,37,40,555,68,103,1000,1740,1000,1888,1959,1000,1000,2204,2100,1000,-90,-90,-90,10,10,-10,-10,-90,-50,-50,True,ARAM

110,875,17,31,202,777,30,67,21,497,1849,1826,2054,1662,2169,1460,1610,1926,2482,1000,-30,90,-30,70,70,-10,10,10,10,-10,True,ARAM

432,22,121,43,26,53,202,30,110,34,2025,1926,2482,1610,2032,1000,1789,2143,1702,1000,-10,10,10,10,-50,-50,-50,-10,-50,-50,True,ARAM

81,61,126,110,115,875,222,22,161,76,2108,2115,2097,2226,1000,1926,2482,2076,1000,1919,-90,-10,-50,-10,-10,10,10,50,50,-10,False,ARAM

82,31,17,245,99,35,98,10,86,43,2087,2115,1000,1351,1000,2120,2124,2118,1926,2482,50,30,30,30,30,-90,-10,90,10,10,False,ARAM

99,141,18,39,63,1,38,96,143,236,1658,2295,2007,2521,2116,2118,1953,2316,1926,2482,90,-10,90,90,10,50,30,30,10,10,True,ARAM

51,22,41,63,526,267,79,80,141,145,2178,2210,2197,2220,2218,2157,1954,1000,2183,1000,30,90,50,-10,-10,30,70,-30,10,30,True,ARAM

81,555,9,35,45,517,67,80,238,145,2275,2051,2197,2166,2334,1954,1000,2183,1000,2155,10,30,-90,-50,-30,70,-30,10,30,90,False,ARAM

350,121,29,17,96,110,103,777,498,50,2191,1966,1960,1990,1661,1000,1000,2183,1954,2198,-10,90,90,90,90,30,-30,10,70,-10,True,ARAM

267,126,78,121,76,555,21,202,112,360,2284,2020,1000,1000,2142,2163,1954,1000,2183,1000,30,-50,30,90,-50,50,70,-30,10,30,False,ARAM

27,96,35,14,142,518,68,360,777,1,2124,1954,1000,2183,1000,2185,2140,2309,2176,2113,-90,70,-30,10,30,50,-90,30,50,-30,True,ARAM

22,222,82,17,164,86,11,13,238,41,2220,2344,1000,2188,1611,2234,1000,1822,1000,2143,-10,-10,30,-10,-30,-10,-10,-50,-10,-30,True,ARAM

777,60,68,238,75,360,89,523,133,44,1677,1000,1701,1000,2074,2220,1000,2188,1611,2107,90,50,90,90,90,-10,30,-10,-30,-50,True,ARAM

35,25,41,38,51,96,55,236,39,67,2007,1999,2027,2005,2012,1997,2220,2188,1611,2001,30,30,-10,-50,90,30,-10,-10,-30,-30,True,ARAM

84,143,61,35,238,64,432,1,85,69,2159,1996,2339,2201,2214,2195,2220,2188,2207,2206,50,90,90,10,50,-10,-10,-10,-90,30,True,ARAM

16,126,145,432,51,777,161,67,517,63,1000,2548,1781,2538,1795,1000,2767,2020,2219,2210,30,30,30,30,10,-30,-90,30,90,90,False,ARAM

22,43,203,12,91,58,34,85,131,887,2094,2006,2075,2630,2286,2510,1783,2407,1000,2548,-30,10,-10,10,-10,50,-10,-10,30,30,False,ARAM

103,236,1,75,31,60,267,30,36,110,1000,2548,2413,2215,2220,2377,2221,1497,2619,2670,30,30,-90,-90,-90,60,50,-30,-30,10,False,ARAM

161,245,67,81,103,350,127,78,29,99,2274,2234,1841,2526,2213,1000,2548,2403,2144,2244,-10,30,30,-10,-50,30,30,30,10,90,False,ARAM

127,18,235,517,777,17,81,516,245,147,2191,1000,2548,1781,2194,2104,2222,2223,2172,2225,-10,30,30,30,-50,-10,-50,50,30,-10,True,ARAM

555,81,234,10,17,63,245,21,111,222,3090,1000,2724,2800,2750,2752,2289,2873,2778,2767,-90,30,-90,50,50,-10,10,30,-10,-90,True,ARAM

11,36,235,245,81,50,99,91,44,203,2780,2799,2730,2835,2767,2787,2828,2777,2800,2824,50,-10,10,-90,-90,20,-10,30,50,-10,False,ARAM

45,122,6,234,17,235,114,84,498,12,2409,2405,2345,2396,2387,2374,1000,1000,2020,2767,-10,-10,50,-90,-50,-30,-30,-30,30,-90,True,ARAM

245,127,101,55,157,110,412,360,96,59,2346,2182,2295,2327,2330,1000,1000,2767,2020,2395,-30,-50,-10,30,50,-30,-30,-90,30,30,False,ARAM

117,13,157,89,55,64,59,21,238,31,2218,2187,2184,2210,2169,1000,2126,1000,2674,2210,-50,-90,30,50,90,-50,-50,90,90,90,True,ARAM

33,42,81,117,10,245,105,12,84,5,2204,2140,2197,2242,2155,1000,2126,2297,1000,2674,-10,-10,-10,90,50,-50,-50,10,90,90,True,ARAM

222,15,29,11,80,63,254,5,13,101,1000,2126,2297,1000,2674,1960,1739,1773,2549,2257,-50,-50,10,90,90,-10,-50,-10,-30,30,False,ARAM

21,35,84,222,201,122,19,58,161,202,1000,2126,1000,2674,2264,2247,2180,1000,2247,2184,-50,-50,90,90,30,-10,30,-10,30,-30,True,ARAM

147,887,523,19,36,120,202,57,7,154,1622,1621,2201,1697,1000,1856,1000,2043,1000,2674,10,30,10,-30,30,-30,-50,30,-90,90,False,ranked

61,157,235,266,26,150,126,30,777,80,1984,2926,2402,1000,2674,2525,2494,2514,2546,2540,30,-10,-50,90,90,-50,30,-50,-10,-50,True,ARAM

203,245,29,36,85,141,234,41,240,58,1000,986,2674,2001,2086,1000,2071,1579,1000,1761,90,50,90,50,50,30,30,30,30,30,True,ranked

142,145,516,9,50,238,112,266,21,143,2438,1000,2432,2478,2506,1000,2674,2488,2150,2687,-90,-90,10,30,-10,90,90,90,-10,-10,False,ARAM

11,23,85,115,25,1,96,61,517,30,1000,1961,1000,2381,1000,2512,1000,2674,2582,2491,90,90,90,90,50,30,90,90,-10,-40,True,ARAM

80,145,24,82,111,54,57,105,55,62,1769,1747,1876,1796,1589,1378,1000,1813,2674,1697,90,50,-90,30,90,10,-90,-10,90,-30,True,ARAM

516,11,103,51,26,67,45,20,145,117,2439,2142,1000,1940,1882,1000,2532,1704,1989,1831,30,30,90,-10,-10,10,50,10,90,10,True,ranked

106,887,18,234,76,875,64,80,157,60,1000,1468,2205,1726,2015,1859,1000,1622,2142,2439,30,30,30,-90,-30,-90,90,90,30,30,False,ranked

112,127,45,498,203,29,126,63,526,25,1999,2087,1821,1610,2045,2043,2026,1000,1468,2205,10,-90,10,10,10,50,50,30,30,30,False,ARAM

23,121,115,236,412,56,245,41,29,555,1458,1453,1516,1587,1449,1586,1554,1531,1000,1417,90,-90,-50,-90,-50,-30,-10,-30,30,90,False,ranked

114,64,134,202,412,67,245,23,29,555,1562,1548,1559,1000,1417,1000,1106,1581,1558,1531,90,90,90,30,90,-30,-50,-90,10,-90,True,ranked

24,33,134,22,3,157,20,63,236,98,1474,1476,1467,1000,1417,1484,1471,1476,1000,1410,-30,50,50,30,90,10,-30,50,50,50,True,ranked

85,106,41,145,53,27,60,26,81,37,1460,1568,1587,1548,1551,1570,1563,1576,1513,1548,-50,10,-90,-50,10,50,-10,-30,90,50,False,ranked

